,銘柄コード,会社名,時価総額,PER(会予),PBR,配当利回り(会予),売上高,売上総利益率,営業CF/売上比率,販管費/売上比率,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,有利子負債/総資産,有利子負債/時価総額,純有利子負債/時価総額,DEレシオ,流動比率,総資産,現金及び預金,売上債権,売上債権回転数,棚卸資産,棚卸資産回転数,有形固定資産,固定負債,有利子負債,純有利子負債,純資産,自己資本,フリーCF,研究開発/売上比率,固定ネットキャッシュ,固定ネットキャッシュ比率,ネットキャッシュ,ネットキャッシュ比率,有形固定資産/総資産,固定負債/総資産
337,9706,本空港ビルデング,382169,13.9,2.1,0.0,217578.0,66.5,22.0,52.9,29527.0,13.6,19255.0,8.8,10.8,38.3,46.3,56.3,32.0,1.2,189.9,464716.0,92819.0,27065.0,45.4,12207.0,61.1,256592.0,209359.0,215109.0,122290.0,182372.0,178198.0,18631,,-116540.0,-25.07768185300269,-122290.0,-26.314996686148103,55.214797855034035,45.050955852606755
338,2229,カルビー,358569,18.4,1.7,2.0,303027.0,33.6,8.0,24.6,27304.0,9.0,19886.0,6.6,9.7,64.9,14.2,12.5,2.5,0.2,247.7,316591.0,36155.0,60072.0,72.4,27649.0,50.2,145107.0,47106.0,44941.0,8786.0,215546.0,205412.0,6836,1.3,-10951.0,-3.4590370541171414,-8786.0,-2.7751894400030324,45.834215122982016,14.879134277348378
339,3116,トヨタ紡織,364519,7.3,0.8,4.2,1954218.0,10.7,6.2,7.0,42399.0,2.2,16719.0,0.9,3.7,40.9,28.7,86.1,12.3,0.7,172.6,1094831.0,249721.0,290236.0,54.2,87142.0,18.2,317221.0,217311.0,313849.0,44937.0,490067.0,447420.0,44197,,32410.0,2.9602742341055377,-64128.0,-5.857342366082071,28.974426189978182,19.848816849358485
342,4503,アステラス製薬,2610271,20.1,1.7,5.3,1912323.0,81.7,10.2,44.1,41039.0,2.1,50747.0,2.7,3.4,45.3,41.8,53.5,45.1,0.9,113.2,3339544.0,188372.0,632525.0,120.7,297261.0,310.7,328921.0,764679.0,1396319.0,1178006.0,1513255.0,1513255.0,137182,,-576307.0,-17.257056652045907,-1207947.0,-36.17101616268568,9.84927882369569,22.897706992331887
343,4613,関西ペイント,388335,9.7,1.5,2.0,562277.0,30.8,11.9,21.7,51595.0,9.2,67109.0,11.9,25.8,34.7,28.9,55.9,30.6,0.8,190.9,751307.0,66106.0,,,113933.0,106.9,180407.0,224558.0,216949.0,118852.0,339210.0,260476.0,47018,1.6,-158452.0,-21.090180179340802,-150843.0,-20.077411763766342,24.012421020967462,29.88898013728076
344,4812,電通総研,373729,23.4,4.1,2.0,152642.0,36.8,15.5,23.0,21039.0,13.8,15117.0,9.9,16.5,62.9,0.0,0.0,1.4,,231.7,145781.0,5369.0,,,202.0,0.8,3493.0,3533.0,0.0,5369.0,91735.0,91735.0,20540,1.2,1836.0,1.2594233816478142,5369.0,3.6829216427380795,2.3960598431894415,2.423498261090266
345,4922,コーセー,352489,25.5,1.3,2.3,322758.0,69.0,5.7,63.6,17364.0,5.4,7510.0,2.3,2.8,71.1,2.9,3.2,29.1,0.0,337.7,383121.0,113970.0,50020.0,56.6,69632.0,253.7,73749.0,21327.0,11222.0,102748.0,290630.0,272296.0,2668,2.0,92643.0,24.181133375617627,102748.0,26.81868130433988,19.249532132146243,5.566648656690706
347,5991,本発條,337794,7.5,0.8,3.9,766934.0,11.7,8.7,7.1,34652.0,4.5,39188.0,5.1,9.8,56.7,9.8,20.5,11.7,0.2,208.7,706085.0,108838.0,,,86264.0,46.5,183038.0,100164.0,69310.0,39528.0,415743.0,400702.0,32786,2.5,8674.0,1.2284639951280654,39528.0,5.598192852135366,25.9229412889383,14.185827485359411
348,6005,三浦工業,356787,16.7,1.7,1.8,159695.0,41.8,13.0,28.0,23061.0,14.4,19368.0,12.1,9.2,48.5,5.0,6.1,10.6,0.1,214.7,431978.0,45081.0,68084.0,155.6,48395.0,190.2,47454.0,136557.0,21675.0,37789.0,211300.0,209605.0,17838,2.0,-91476.0,-21.17607841140058,23406.0,5.418331489103611,10.985281657862206,31.612026538388527
349,7564,ワークマン,363981,22.3,2.7,1.5,132651.0,35.6,11.5,18.2,23142.0,17.4,15986.0,12.1,12.0,83.5,0.8,0.4,24.0,0.0,561.8,159615.0,88656.0,4244.0,11.7,16706.0,71.4,31717.0,4750.0,1350.0,87306.0,133346.0,133346.0,11427,,83906.0,52.567741127087054,87306.0,54.69786674184757,19.87093944804686,2.9759107853271938
351,9072,ニッコンHD,362777,21.3,1.5,0.0,222324.0,14.7,14.0,5.2,21235.0,9.6,16608.0,7.5,7.0,58.6,25.0,28.0,18.8,0.4,127.8,405862.0,28391.0,36799.0,60.4,938.0,1.8,268664.0,102929.0,101419.0,68030.0,238702.0,237700.0,7131,,-74538.0,-18.365355712040053,-73028.0,-17.993308070230768,66.19589909870844,25.360590545554896
352,9301,三菱倉庫,361674,9.0,1.0,3.6,284069.0,12.8,10.4,5.7,20310.0,7.1,31864.0,11.2,8.5,59.8,17.6,30.4,12.9,0.3,135.1,626058.0,63390.0,433.0,0.6,3970.0,5.9,281711.0,153623.0,110072.0,46682.0,379276.0,374669.0,16457,,-90233.0,-14.412881873564432,-46682.0,-7.456497640793665,44.99758808289328,24.53814183350424
353,9364,上組,356988,14.3,0.9,2.9,266785.0,19.1,15.9,7.7,30592.0,11.5,25035.0,9.4,6.6,79.3,6.4,8.6,15.1,0.1,316.3,477722.0,70487.0,1046.0,1.4,1031.0,1.7,221508.0,52109.0,30535.0,53751.0,380422.0,378778.0,36327,,18378.0,3.8470072552656145,39952.0,8.363022845922943,46.36755267707998,10.907808306923274
354,9418,U‐NEXT HOLDINGS,364537,21.8,4.1,0.7,326754.0,35.9,4.9,26.9,29110.0,8.9,15357.0,4.7,17.1,37.2,29.1,19.3,5.6,0.8,225.0,241934.0,49962.0,39768.0,44.4,12648.0,22.0,24743.0,72689.0,70393.0,20431.0,100685.0,89890.0,6433,,-22727.0,-9.393884282490266,-20431.0,-8.444865128506121,10.227169393305612,30.044970942488447
357,9987,スズケン,375498,10.9,0.9,0.0,2386493.0,7.8,3.7,6.3,34875.0,1.5,29016.0,1.2,7.0,31.7,0.0,0.0,54.7,,118.9,1304112.0,156604.0,600782.0,91.9,187634.0,31.1,134752.0,27904.0,0.0,205527.0,413760.0,413634.0,71576,0.1,128700.0,9.868784276197136,156604.0,12.008477799452807,10.332854846822972,2.139693523255671
358,1951,エクシオG,346425,13.5,1.1,3.7,614095.0,14.5,6.8,9.0,34121.0,5.6,20058.0,3.3,6.5,51.3,23.5,40.5,26.0,0.5,173.9,597652.0,50078.0,,,,,155127.0,88338.0,140170.0,90092.0,312433.0,306332.0,22133,0.1,-38260.0,-6.401718725947542,-90092.0,-15.074324188658284,25.95607477261015,14.78084236311432
359,1959,九電工,353652,11.1,1.1,3.6,473954.0,14.9,1.7,6.2,41388.0,8.7,28883.0,6.1,9.3,63.5,4.6,6.4,13.9,0.1,202.9,488472.0,71693.0,,,37701.0,34.1,78575.0,28789.0,22474.0,49223.0,312152.0,310104.0,4246,,42904.0,8.783307948050247,49219.0,10.076114905255572,16.085875956042518,5.893684796672071
360,2726,パルGHD,326454,19.4,4.6,1.6,207825.0,55.9,10.6,44.6,23656.0,11.4,11848.0,5.7,16.7,47.9,9.6,4.3,21.9,0.2,225.9,147929.0,85715.0,10472.0,18.4,16743.0,66.7,12965.0,23989.0,14195.0,71520.0,73353.0,70893.0,18679,,61726.0,41.726774330929025,71520.0,48.347518066099276,8.764339649426415,16.216563351337467
361,3132,マクニカHD,353261,11.8,1.4,0.0,1028718.0,12.6,3.9,6.4,63733.0,6.2,48069.0,4.7,18.7,44.4,13.8,22.6,9.8,0.3,174.8,578234.0,45466.0,8367.0,3.0,229014.0,93.0,9547.0,1810.0,79967.0,34501.0,266438.0,256961.0,37679,0.0,43656.0,7.54988464877541,-34501.0,-5.966615591611701,1.651061680911188,0.31302206373198393
363,3549,クスリのアオキHD,352220,19.5,2.4,0.4,436875.0,27.0,6.1,22.8,18569.0,4.3,12307.0,2.8,8.4,42.6,29.4,28.8,10.6,0.7,152.8,345086.0,64028.0,20684.0,17.3,52668.0,60.3,155879.0,96661.0,101410.0,37382.0,146945.0,146945.0,6568,,-32633.0,-9.456483311406432,-37382.0,-10.832662003094882,45.17105880852889,28.010698782332522
364,3697,SHIFT,362159,45.8,10.0,0.0,110627.0,32.0,8.2,22.4,10537.0,9.5,5127.0,4.6,14.2,53.2,20.2,3.8,3.1,0.4,177.0,67800.0,25029.0,14310.0,47.2,1665.0,8.1,6729.0,7458.0,13667.0,11362.0,36126.0,36101.0,3377,0.0,17571.0,25.91592920353982,11362.0,16.75811209439528,9.924778761061948,11.0
365,4194,ビジョナル,346088,25.7,5.9,0.0,66146.0,91.4,27.8,64.4,17837.0,27.0,12990.0,19.6,22.1,71.8,0.0,0.0,17.5,0.0,333.4,81835.0,60611.0,7150.0,39.5,,,2051.0,1798.0,11.0,60600.0,59015.0,58729.0,17439,0.0,58813.0,71.8677827335492,60600.0,74.05144498075396,2.5062626015763425,2.197103928636891
366,4506,住友ファーマ,373849,15.8,2.3,0.0,314558.0,59.8,76.9,136.6,354859.0,112.8,314969.0,100.1,,19.5,58.0,132.1,104.8,3.0,66.8,852115.0,85393.0,94323.0,109.4,107426.0,309.8,52613.0,186661.0,493886.0,391862.0,166115.0,166115.0,257623,35.8,-101268.0,-11.884311389894558,-408493.0,-47.93871719192832,6.174401342541793,21.905611331803808
367,4666,パーク二四,342807,15.9,4.1,1.5,370913.0,27.5,14.6,17.1,38697.0,10.4,18625.0,5.0,22.3,28.3,48.6,41.9,28.3,1.7,147.0,295758.0,46550.0,24732.0,24.3,3353.0,4.6,136684.0,138535.0,143610.0,97060.0,83687.0,83638.0,21657,,-91985.0,-31.101441043014898,-97060.0,-32.817370958689196,46.21481075744359,46.84066026954469
368,6141,DMG森精機,363805,18.2,1.2,4.1,540945.0,,8.2,,43726.0,8.1,7700.0,1.4,2.4,39.4,13.3,29.3,17.0,0.3,79.5,797567.0,41747.0,66728.0,45.0,190009.0,,212710.0,81667.0,106450.0,62007.0,316480.0,314523.0,774,5.8,-39920.0,-5.005222131808362,-64703.0,-8.112547284428768,26.66985971084561,10.23951592781547
369,6302,住友重機械工業,358452,12.8,0.6,4.2,1071126.0,24.0,1.2,18.8,55103.0,5.1,7721.0,0.7,1.2,49.8,20.9,72.9,38.8,0.4,182.8,1252691.0,121972.0,,,338882.0,151.9,349173.0,198908.0,261201.0,139229.0,629127.0,623545.0,34924,3.1,-76936.0,-6.141658238144922,-139229.0,-11.11439293488977,27.873833211861506,15.878456858075934
370,6473,ジェイテクト,359383,18.0,0.5,5.3,1884397.0,14.9,4.3,11.5,38452.0,2.0,13713.0,0.7,1.8,47.6,27.3,118.7,85.3,0.6,158.2,1565391.0,119060.0,368216.0,71.3,257771.0,58.7,480570.0,305672.0,426597.0,306544.0,777469.0,745044.0,11281,,-186612.0,-11.921111083428997,-307537.0,-19.6460181513756,30.699678227356614,19.52687858816104
373,7988,ニフコ,337560,10.2,1.3,2.1,371639.0,27.4,12.7,15.5,43925.0,11.8,18252.0,4.9,7.3,69.3,11.7,12.6,29.9,0.2,349.3,362919.0,142557.0,62012.0,60.9,36909.0,49.9,100769.0,36075.0,42545.0,100924.0,254793.0,251535.0,38458,1.1,106482.0,29.340431335917934,100012.0,27.5576643824104,27.766250871406566,9.940234597802815
374,8129,東邦HD,297916,17.6,1.1,1.4,1476712.0,8.1,4.1,6.8,19331.0,1.3,20657.0,1.4,8.0,31.6,2.4,6.5,32.3,0.1,124.1,820458.0,115708.0,369058.0,91.2,104127.0,28.0,87313.0,45731.0,19458.0,96250.0,259849.0,259608.0,56153,0.0,69977.0,8.529016719929599,96250.0,11.731252544310616,10.641982892482003,5.573838027053182
375,8424,芙蓉総合リース,358083,8.0,0.8,3.8,708538.0,15.5,15.8,7.0,60046.0,8.5,47219.0,6.7,10.7,12.9,79.2,755.2,727.9,6.1,153.4,3414299.0,97565.0,,,,,1024972.0,1523113.0,2704116.0,2606551.0,488374.0,442034.0,112098,,-1425548.0,-41.75228941577759,-2606551.0,-76.34220084415571,30.0199836042479,44.60983059773031
376,9065,山九,335736,12.0,1.2,3.2,563547.0,11.0,3.9,4.8,35216.0,6.2,24379.0,4.3,8.7,51.0,19.3,31.6,15.4,0.4,192.5,549679.0,53252.0,,,,,176625.0,111583.0,106013.0,51544.0,283955.0,280343.0,6913,,-58331.0,-10.611829813400185,-52761.0,-9.598511131041935,32.13238999488793,20.299665804951616
377,9412,スカパーJSATHD,322744,15.4,1.1,3.3,123721.0,46.3,34.3,24.1,27488.0,22.2,19106.0,15.4,6.8,69.8,13.7,17.1,18.4,0.2,327.3,403414.0,78554.0,52933.0,156.2,2058.0,11.3,115184.0,49400.0,55151.0,59364.0,284174.0,281509.0,18422,,29154.0,7.22681909899012,23403.0,5.801236446925491,28.55230606771208,12.245484787340052
378,2206,江崎グリコ,305718,25.5,1.1,2.0,331129.0,38.6,0.5,35.2,11065.0,3.3,8113.0,2.5,3.0,72.0,0.0,0.1,19.7,0.0,191.0,377771.0,60243.0,49973.0,55.1,41409.0,74.3,111846.0,18560.0,165.0,60078.0,272598.0,272005.0,15663,1.9,41683.0,11.033933255861356,60078.0,15.903285323648452,29.606825298924484,4.913029321996659
380,4202,ダイセル,327855,6.4,0.9,4.9,558056.0,28.5,13.7,17.4,62393.0,11.2,55834.0,10.0,14.7,44.0,36.0,94.5,70.5,0.8,183.4,861559.0,78864.0,111793.0,73.1,186048.0,170.3,334876.0,240656.0,309899.0,231035.0,395527.0,379173.0,7521,4.2,-161792.0,-18.778980893937618,-231035.0,-26.815923227544484,38.86860911440772,27.93261982058106
382,4540,ツムラ,326620,9.6,1.1,3.2,150845.0,45.6,3.7,32.4,20017.0,13.3,16707.0,11.1,5.7,62.9,17.3,24.6,0.8,0.3,417.5,463807.0,83051.0,72023.0,174.3,128645.0,572.4,118448.0,72051.0,80364.0,2687.0,318322.0,291895.0,14449,5.5,11000.0,2.371676149777817,2687.0,0.5793358013139085,25.538208780807537,15.53469438796741
383,4681,リゾートトラスト,310179,17.5,2.2,2.0,201803.0,84.6,19.4,74.1,21119.0,10.5,15892.0,7.9,11.4,29.2,6.9,10.7,0.5,0.2,117.3,477890.0,29129.0,,,32206.0,377.8,199515.0,165462.0,33170.0,1512.0,146027.0,139645.0,20283,0.1,-136333.0,-28.528113164117265,-4041.0,-0.8455920818598422,41.74914729331017,34.623448910837226
384,5076,インフロニア･HD,303244,9.2,0.6,4.9,793264.0,14.1,4.9,7.8,51060.0,6.4,32571.0,4.1,6.5,34.9,53.8,255.3,215.8,1.5,118.5,1438518.0,113361.0,124479.0,57.3,15227.0,8.2,225669.0,434423.0,774126.0,654418.0,524436.0,502174.0,3846,0.6,-321062.0,-22.318942133501285,-660765.0,-45.933731798976446,15.687603491927108,30.1993440471374
385,5393,ニチアス,312313,10.7,1.5,2.2,249391.0,26.0,7.7,11.9,35208.0,14.1,26961.0,10.8,12.9,73.2,5.5,5.0,13.1,0.1,298.2,286706.0,56443.0,32719.0,47.9,51409.0,101.6,67982.0,14493.0,15673.0,40770.0,210752.0,209780.0,6327,2.4,41950.0,14.631713323055672,40770.0,14.220141887508458,23.71139773844984,5.05500408083542
386,6028,テクノプロ･HD,327365,17.7,4.1,2.9,219218.0,26.8,14.2,15.7,21918.0,10.0,14684.0,6.7,18.3,53.2,18.3,8.5,5.1,0.3,151.3,151359.0,37227.0,31390.0,52.3,,,2424.0,12724.0,27701.0,16772.0,81386.0,80456.0,30570,,24503.0,16.188664037156695,9526.0,6.2936462318065,1.6014904961052863,8.406503742757286
388,6436,アマノ,300607,16.7,2.2,4.3,175423.0,45.0,14.1,31.8,23040.0,13.1,17828.0,10.2,13.1,69.9,7.9,5.1,17.5,0.1,273.2,194338.0,66466.0,,,15630.0,59.1,32368.0,10882.0,15327.0,52494.0,136563.0,135930.0,17226,,55584.0,28.60171453858741,51139.0,26.314462431433896,16.655517706264344,5.599522481449845
390,7240,NOK,322287,10.7,0.5,5.1,750502.0,15.4,11.9,12.4,22912.0,3.1,31602.0,4.2,5.3,63.4,7.2,21.0,20.6,0.1,221.2,933981.0,133835.0,160520.0,78.1,104656.0,60.2,254072.0,98914.0,67575.0,66260.0,637000.0,591923.0,42807,1.4,34921.0,3.7389411561905437,66260.0,7.094362733289008,27.20312297573505,10.590579465749302
391,7282,豊田合成,349838,9.2,0.6,4.0,1059798.0,15.1,8.7,8.7,59844.0,5.6,36331.0,3.4,6.7,59.4,21.9,57.2,16.8,0.4,235.9,913039.0,118769.0,176384.0,60.7,93270.0,37.8,338243.0,138920.0,199983.0,58655.0,588404.0,542626.0,33631,,-20151.0,-2.2070251106469714,-81214.0,-8.894910294083823,37.04584360580435,15.215122245599586
392,7729,東京精密,329294,14.1,2.0,2.8,134680.0,40.7,3.6,21.9,25307.0,18.8,19378.0,14.4,11.7,72.2,8.8,6.2,9.9,0.1,355.4,230292.0,53023.0,6763.0,18.3,74931.0,342.2,51519.0,15880.0,20300.0,32723.0,168083.0,166243.0,5960,6.7,37143.0,16.128654056589024,32723.0,14.209351605787434,22.371163566255014,6.895593420526983
393,7984,コクヨ,335237,16.7,1.3,3.1,338227.0,39.3,4.8,32.8,22028.0,6.5,21787.0,6.4,8.3,73.2,1.2,1.3,34.4,0.0,305.1,359598.0,89498.0,,,42233.0,75.1,62176.0,9949.0,4368.0,115222.0,266468.0,263109.0,8656,0.5,79549.0,22.121646950205506,85130.0,23.673657806773118,17.290418745376783,2.766700593440453
394,8088,岩谷産業,314259,5.8,0.8,2.4,847888.0,27.1,6.5,21.1,50635.0,6.0,47363.0,5.6,12.4,43.5,25.2,70.4,62.0,0.6,126.4,877337.0,26333.0,28453.0,12.2,91688.0,54.1,239784.0,225972.0,221134.0,194801.0,392578.0,381460.0,13914,0.3,-199639.0,-22.75511006602936,-194801.0,-22.203668601688975,27.33088881467441,25.756579284813018
395,8233,高島屋,333709,8.3,0.7,2.4,498491.0,42.9,14.5,48.5,57503.0,11.5,39525.0,7.9,8.4,36.5,26.3,102.3,75.2,0.7,80.3,1296012.0,90538.0,,,36614.0,67.1,759774.0,380117.0,341474.0,250936.0,500348.0,473049.0,43682,,-289579.0,-22.343851754459063,-250936.0,-19.36216639969383,58.62399422227572,29.329743860396356
397,9048,名古屋鉄道,341074,9.7,0.7,2.2,601121.0,14.8,9.2,9.0,34750.0,5.8,24400.0,4.1,5.2,33.7,39.2,158.9,142.7,1.2,89.0,1381547.0,55102.0,,,17042.0,12.1,934167.0,607572.0,541807.0,486705.0,491295.0,466075.0,30463,,-552470.0,-39.98922946522992,-486705.0,-35.22898605693472,67.61746071613922,43.97765693096217
400,3387,クリエイト･レストランツ･HD,289126,49.8,7.2,0.7,156354.0,71.2,16.6,64.7,8504.0,5.4,5590.0,3.6,13.9,29.3,58.7,27.8,20.2,2.0,68.4,137168.0,21474.0,5903.0,13.8,1221.0,9.9,59199.0,48386.0,80482.0,58449.0,43989.0,40168.0,22522,,-26912.0,-19.619736381663362,-59008.0,-43.018779890353436,43.158025195380844,35.27499125160387
401,4205,本ゼオン,275910,11.0,0.8,5.1,420647.0,28.1,4.9,21.1,29321.0,7.0,26199.0,6.2,7.3,66.9,4.9,9.4,0.5,0.1,196.1,533786.0,27366.0,81570.0,70.8,141591.0,170.9,143703.0,23771.0,25960.0,1406.0,357992.0,357252.0,9925,,3595.0,0.6734908746201662,1406.0,0.2634014380294725,26.92146290835653,4.453282776243663
402,4927,ポーラ･オルビスHD,284326,33.5,1.7,4.0,170359.0,81.3,15.4,73.2,13810.0,8.1,9286.0,5.5,5.6,82.2,1.1,0.7,21.8,0.0,388.0,200320.0,45176.0,17465.0,37.4,16619.0,190.5,57530.0,8053.0,2115.0,61968.0,164916.0,164657.0,14030,3.0,37123.0,18.531849041533548,43061.0,21.49610623003195,28.71904952076677,4.020067891373802
403,4980,デクセリアルズ,290965,10.8,3.0,0.0,105198.0,54.4,26.1,22.7,33421.0,31.8,21382.0,20.3,22.1,60.1,13.1,7.3,6.5,0.2,162.0,161040.0,40118.0,14594.0,50.6,8744.0,66.6,47576.0,16774.0,21117.0,19028.0,96790.0,96790.0,16517,4.5,23344.0,14.495777446597119,19001.0,11.798931942374566,29.542970690511673,10.416045702930948
404,5214,本電気硝子,269887,16.9,0.6,4.3,299237.0,18.2,17.4,16.1,6120.0,2.0,12091.0,4.0,2.6,71.4,14.6,35.4,1.1,0.2,259.1,651925.0,98322.0,911.0,1.1,92151.0,137.3,342595.0,82904.0,95448.0,2874.0,469019.0,465550.0,35064,2.6,15418.0,2.364995973463205,2874.0,0.4408482570847873,52.551290409172836,12.716800245427004
405,5801,古河電気工業,311492,10.4,0.9,2.7,1056528.0,15.0,3.0,14.0,11171.0,1.1,6508.0,0.6,2.0,32.4,34.0,110.5,91.4,1.0,135.7,1011809.0,53503.0,,,201274.0,81.9,276457.0,241332.0,344045.0,284569.0,359602.0,328255.0,8367,2.3,-187829.0,-18.563681485339625,-290542.0,-28.715103344603577,27.323042194722525,23.851537197237818
406,6368,オルガノ,314868,13.7,2.9,2.1,150356.0,29.2,2.5,14.2,22544.0,15.0,17310.0,11.5,15.8,59.1,17.9,10.5,5.8,0.3,225.8,185242.0,14835.0,6714.0,16.3,19032.0,65.2,21342.0,6713.0,33140.0,18305.0,109658.0,109415.0,2079,1.9,8122.0,4.384534824715777,-18305.0,-9.881668304164283,11.521145312618088,3.6239081849688515
409,6849,本光電工業,284848,23.7,1.6,1.8,221986.0,50.2,7.0,41.3,19591.0,8.8,17026.0,7.7,9.6,72.1,10.5,9.1,4.4,0.1,266.2,246286.0,29018.0,62509.0,102.8,60992.0,201.2,26648.0,2263.0,25957.0,12561.0,177694.0,177694.0,10821,3.2,26755.0,10.863386469389248,3061.0,1.2428639873967664,10.819941044151921,0.9188504421688606
410,8174,本瓦斯,277667,19.8,4.1,4.0,200057.0,37.3,14.0,28.0,18546.0,9.3,11548.0,5.8,17.1,43.2,30.1,16.9,9.8,0.7,116.4,156018.0,19810.0,24897.0,45.4,5620.0,16.3,81006.0,39260.0,46937.0,27127.0,67446.0,67446.0,19998,,-19450.0,-12.466510274455512,-27127.0,-17.38709636067633,51.92093220013076,25.163763155533335
414,8425,みずほリース,291659,7.3,0.8,4.1,656127.0,11.2,29.3,5.2,39511.0,6.0,35220.0,5.4,9.5,9.8,82.8,1077.1,1059.1,8.5,125.9,3795203.0,52548.0,2112.0,1.2,,,905971.0,1459070.0,3141496.0,3088948.0,387649.0,370456.0,192205,,-1406522.0,-37.06052087332351,-3088948.0,-81.39085050259499,23.8714767036177,38.44511084123827
415,8876,リロG,291197,7.3,4.6,2.2,132580.0,45.7,14.1,27.2,27611.0,20.8,27807.0,21.0,,23.0,45.8,43.1,20.6,2.0,137.2,274112.0,63206.0,69538.0,191.4,7341.0,37.2,17466.0,101563.0,125581.0,59881.0,65362.0,63082.0,14599,,-38357.0,-13.993185267335981,-62375.0,-22.755297104833062,6.371848003735699,37.051643123978515
416,9069,センコーGHD,293338,15.2,1.4,2.7,778370.0,15.3,6.6,11.5,29906.0,3.8,15944.0,2.0,7.5,29.4,44.8,110.5,83.8,1.5,127.3,723059.0,78254.0,5929.0,2.8,24868.0,13.8,358585.0,289732.0,324117.0,245863.0,239315.0,212421.0,1007,0.1,-211478.0,-29.247682415957758,-245863.0,-34.00317263183226,49.592771820833434,40.070312381147325
417,9759,NSD,265223,23.7,4.1,2.4,101263.0,24.6,12.0,9.7,15180.0,15.0,10262.0,10.1,16.1,73.8,3.2,1.0,10.6,0.0,352.9,86656.0,26913.0,,,623.0,3.0,5067.0,7410.0,2761.0,28151.0,64714.0,63929.0,11637,0.2,19503.0,22.50623153618907,24152.0,27.871122599704577,5.847258124076809,8.551052437223044
418,1414,ショーボンドHD,268621,18.3,2.6,2.7,85419.0,29.7,22.7,6.6,19666.0,23.0,14321.0,16.8,13.8,81.9,0.0,0.0,8.1,,500.7,126882.0,21792.0,1613.0,6.9,,,15463.0,2095.0,0.0,21792.0,105213.0,103925.0,17953,0.7,19697.0,15.523872574518055,21792.0,17.175013004208633,12.186913825444114,1.6511404296905785
419,141A,トライアルHD,273838,19.9,2.3,0.7,717948.0,19.8,8.3,17.5,19161.0,2.7,11439.0,1.6,9.5,38.1,4.5,5.2,30.5,0.1,99.5,314627.0,97696.0,1666.0,0.8,55222.0,35.0,126823.0,21487.0,14164.0,83532.0,122705.0,119966.0,36844,0.0,76209.0,24.22201527523067,83532.0,26.54953325684064,40.30900081684025,6.829356666783207
420,1860,戸田建設,266418,10.6,0.8,0.0,522434.0,12.6,11.9,9.1,17908.0,3.4,16101.0,3.1,4.8,35.6,32.6,115.4,85.3,0.9,123.0,944073.0,79735.0,,,70139.0,56.0,257245.0,221665.0,307493.0,227159.0,347181.0,335846.0,5762,0.7,-141930.0,-15.033795056102653,-227758.0,-24.125041177959755,27.24842252664783,23.47964617142954
421,2296,伊藤ハム米久HD,280548,16.0,1.0,6.5,988771.0,13.5,1.0,11.5,19576.0,2.0,13097.0,1.3,4.6,61.1,13.4,22.3,14.8,0.2,191.9,467009.0,20989.0,103223.0,38.1,143367.0,61.2,109668.0,36252.0,62544.0,41555.0,286318.0,285544.0,11245,,-15263.0,-3.268245365721003,-41555.0,-8.898115453877763,23.483059212991613,7.76259129909702
422,2593,伊藤園,287839,21.0,1.7,0.0,453899.0,39.0,5.6,33.5,25023.0,5.5,15650.0,3.4,9.0,52.6,22.7,26.1,2.5,0.4,223.4,331023.0,82287.0,59838.0,48.1,57582.0,75.9,76634.0,57274.0,75018.0,7269.0,175831.0,174121.0,15569,0.5,25013.0,7.556272524869873,7269.0,2.195919920972259,23.150657205088468,17.302121000655543
424,2811,カゴメ,278061,19.9,1.6,1.6,306869.0,32.5,10.3,23.8,36221.0,11.8,25015.0,8.2,14.4,51.9,21.0,25.2,18.1,0.4,197.6,333564.0,15887.0,51732.0,61.5,110561.0,194.8,80199.0,41462.0,70002.0,50343.0,197249.0,173258.0,20749,1.7,-25575.0,-7.667194301543331,-54115.0,-16.223273494741637,24.04306220095694,12.429998441078775
425,3048,ビックカメラ,263163,15.5,1.7,2.6,922572.0,26.4,4.6,23.8,24388.0,2.6,13908.0,1.5,8.9,31.9,22.8,42.7,18.4,0.7,126.5,491876.0,63709.0,53609.0,21.2,128759.0,69.2,80012.0,72034.0,112252.0,48543.0,198798.0,157029.0,34995,,-8325.0,-1.6924997357057472,-48543.0,-9.868950711154843,16.266701363758347,14.644747863282618
426,4626,太陽HD,283712,17.7,2.8,5.7,119010.0,47.2,19.9,28.7,22067.0,18.5,10780.0,9.1,10.5,53.6,33.6,22.7,6.9,0.6,258.0,192022.0,44903.0,,,21343.0,124.0,67638.0,51052.0,64521.0,19618.0,102978.0,102974.0,16418,,-6149.0,-3.202237243649165,-19618.0,-10.216537688389872,35.224088906479466,26.586536959306745
427,5711,三菱マテリアル,293593,7.9,0.4,4.5,1540642.0,9.6,3.3,8.1,23276.0,1.5,29793.0,1.9,4.3,28.3,29.1,241.7,204.0,1.0,120.5,2437935.0,110678.0,195478.0,46.3,534179.0,140.0,441001.0,471876.0,709586.0,598908.0,709776.0,690257.0,31603,0.6,-361198.0,-14.815735448237955,-598908.0,-24.5662004934504,18.089120505673858,19.355561161392735
